,Review,Predicted Sentiment,Positive %,Neutral %,Negative %
3481,second purchase sent boyfriend loved couldnt stop eating glad back stock...,Positive,87.3%,6.1%,6.6%
3482,typically drink coffee never got habit however feel need little joe coffee drink...,Positive,61.1%,5.1%,33.8%
3483,cat would get stars years old decided doesnt want kibble anymore soft food likes...,Neutral,34.8%,53.9%,11.3%
3484,ive tried kinds espresso weak strong far best allbr overwhelmingly strong isnt w...,Positive,62.2%,30.8%,7.1%
3485,bought panko years ago didnt review panko basically supercharged japanese breadc...,Negative,20.0%,28.4%,51.6%
3486,last monthsive becoming aware fact everyday products use lotions toothpastes hai...,Neutral,18.8%,68.0%,13.2%
3487,using coconut oil year used cooking weeks noticed arthritis pain hands exist unl...,Neutral,12.0%,67.6%,20.4%
3488,br numi teas morning rise breakfast blend black tea fine premium numi tea certif...,Negative,0.3%,27.1%,72.5%
3489,reason give stars someone right alot hard stemssticks product maybe buying catni...,Positive,87.9%,2.0%,10.1%
3490,far instant coffee goes best ive found far flavorful bitter make sure thoroughly...,Negative,30.3%,14.8%,54.9%
3491,first bought carton bags x boxes total lipton change amazon priced change thats ...,Positive,41.9%,35.2%,22.9%
3492,mu husband uses soap bathtub smells great cleans well bathtub cleaner house find...,Positive,39.6%,25.7%,34.6%
3493,lab puppy devours loves wish tougher longer lasting especially power chewer like...,Positive,80.4%,19.3%,0.3%
3494,ive shakes vanilla decided try strawberry fill good taste however prefer vanilla...,Negative,1.7%,27.0%,71.3%
3495,bought grinder couple varieties course salts gift spouse christmas know enjoys v...,Negative,27.4%,29.0%,43.6%
3496,really clean dogs teeth used years three months ago cost amazon get real...,Negative,23.5%,7.9%,68.6%
3497,fenugreek works recommend anyone looking increase breast milk production continu...,Positive,54.5%,7.5%,38.0%
3498,image associated review accurate breakfast blend boughtbr br jeremiahs pick coff...,Positive,71.2%,0.8%,28.1%
3499,husky always little picky eating breakfast evening meals always needing encourag...,Neutral,13.0%,74.4%,12.5%
3500,quality product works nominal cost prevent pms caused estrus mares used showing ...,Neutral,44.3%,50.6%,5.2%
3501,always hesitant use mixes huge dinner party last week didnt time make cake scrat...,Negative,38.5%,5.2%,56.2%
3502,drawer sturdy slides without hassle provides good storage without using extra sp...,Neutral,10.1%,88.2%,1.7%
3503,little worried cat might like food reading reviews bought turkey salmon formula ...,Positive,71.0%,14.8%,14.2%
3504,began feeding natural foods cats developed asthma veterinarians treated predniso...,Positive,49.5%,29.5%,21.0%
3505,searched product several years since moved kentucky vermont always picked severa...,Negative,29.3%,20.5%,50.2%
3506,one best coffee brands found actually found trip hawaii give try...,Positive,43.7%,19.6%,36.7%
3507,enjoy popchip flavours one nice balance dont get tired quickly flavor better jal...,Neutral,23.4%,69.2%,7.3%
3508,barbecue sauce really good definitely rich jerk flavor made jerk chicken tonight...,Negative,34.6%,28.5%,36.9%
3509,supposed work balance calcium magnesium hard exercisebr helps relieving muscle c...,Positive,74.7%,0.1%,25.3%
3510,good quality canned red bell peppers pointed pimentos shown label could problem ...,Negative,25.2%,32.5%,42.2%
3511,read previous reviews prepared taste coconut water chose vita coconut water w ac...,Neutral,34.3%,58.7%,7.0%
3512,amazing brand dont like garlic mostly sauces without seems manufacturers pasta c...,Neutral,27.4%,69.8%,2.9%
3513,really good popcorn shipping costs much popcorn dont know worth...,Negative,21.3%,38.6%,40.1%
3514,best nuts ever value best pack...,Negative,10.4%,36.9%,52.7%
3515,love coffee beans right amount flavor strength great cup coffee use scoops eight...,Negative,24.9%,28.1%,47.1%
3516,best hot sauce ever also quite spiciest need little bit given gift love sauce tr...,Negative,4.1%,1.6%,94.3%
3517,used families xmas grab bag hit stolen several times course game someone young y...,Neutral,20.3%,61.7%,18.1%
3518,love keurigs bought one costco greattill wasnt great anymore pump quit working c...,Positive,67.8%,21.0%,11.2%
3519,great fast meal usually two boxes rice eat lot little spicy like...,Neutral,16.1%,70.9%,13.0%
3520,initially excited buy product love noodles peanuts however noodles disappointing...,Positive,62.1%,0.5%,37.3%
3521,love love love tea dont even like licorice friend encouraged taste pleased reali...,Neutral,1.1%,73.4%,25.5%
3522,im learning latin american south american coffees distinct coffee caramelish fin...,Positive,82.9%,11.7%,5.4%
3523,excellent coffee apparently family late reggae star bob marley something product...,Positive,72.6%,22.9%,4.4%
3524,agree granola yummy eaten like cereal granola become staple yogurt eating used r...,Neutral,8.0%,49.4%,42.7%
3525,lived father kalb housing nurnberg back early use buy liter favorite drink time ...,Negative,10.6%,7.3%,82.1%
3526,love starbucks never tried ground coffee thought id give vanilla coffee try wasn...,Neutral,26.7%,37.2%,36.1%
3527,buy merrick whole farms dry food dog loves thought id try canned food seems qual...,Negative,28.6%,26.4%,45.0%
3528,mary slacker comes crackers crackers delicious served cocktail parties even men ...,Negative,41.1%,14.9%,43.9%
3529,like product healthy benefits omega oils salt knowing wild caught wife wont go n...,Positive,54.9%,9.2%,35.8%
3530,purchased treats several times yorkie bruno really seemed like akc product thoug...,Negative,28.5%,28.6%,42.9%
3531,chips werent crispy id hoped package box indicate crispy seemed bit stale...,Positive,66.7%,18.9%,14.4%
3532,read product description better artificial sweetner lemon lime mix creates drink...,Positive,45.7%,11.7%,42.7%
3533,review product cookie might happen buy food amazon oreo classic cookie cant say ...,Positive,66.2%,23.8%,10.0%
3534,hi chips fine packages cracked upen going store awhile would spoiled...,Neutral,2.6%,97.1%,0.3%
3535,stuff works reported real doctors use time needed listen body telling...,Neutral,8.1%,56.6%,35.4%
3536,tastes fantastic complaint heat quite hot hoping im sure majority people find ri...,Neutral,1.4%,62.5%,36.1%
3537,seeds good roasted perfection great flavor smaller size bag keeps eating way muc...,Negative,13.1%,4.3%,82.6%
3538,last cat became diabetic didnt understand damage commercial dry foods inflict sw...,Neutral,1.5%,80.6%,17.8%
3539,theres much say know everyone probably packaged flour tortillasbr br confirm arr...,Neutral,35.3%,38.0%,26.6%
3540,product great quality nothing wrong product except didnt realize would feel like...,Neutral,21.4%,56.7%,21.9%
3541,taste wonderful amazing price compared get local walmart...,Positive,52.0%,24.7%,23.4%
3542,ive worked coffee houses worst crap ive come crossed taste like tree bark coffee...,Negative,8.2%,10.7%,81.1%
3543,love cookies disappointed amazon bought oz package pack chose twoday shipping go...,Positive,54.7%,15.0%,30.4%
3544,love aerogarden dont room kitchen lives foyer upstairs bedrooms never miss going...,Negative,30.6%,27.6%,41.8%
3545,love treat flavor explosiona little sweet little sour cranberries orange theres ...,Neutral,27.3%,46.2%,26.5%
3546,bought yr old father everything truly enjoyed said delivered quickly...,Neutral,8.3%,69.3%,22.4%
3547,coffee tastes flavorful strong say almost ruined months old keurig personal brew...,Positive,44.2%,28.5%,27.3%
3548,love buckwheat pancakes mix fabulous best ive made easy use finished product yum...,Negative,21.0%,19.5%,59.5%
3549,switched around tried lot different bold bold extra bold coffees amazon time nar...,Neutral,17.8%,74.8%,7.4%
3550,barbeque flavor pretzel pieces tangy sweet honey smokey even hot big fan tangy b...,Positive,48.0%,7.6%,44.4%
3551,good fresh perfect flavor good size packed well received quickly moist dry perfe...,Positive,40.9%,24.0%,35.1%
3552,really liked product tad spicy fantastic texture although bit dry however certai...,Neutral,47.8%,50.1%,2.2%
3553,crystal light moctails fantastic summery treats grown ups many sugar free flavor...,Negative,22.7%,35.6%,41.7%
3554,felt calm contented sipped hot chocolate love flavor wish would come lb...,Negative,10.6%,18.8%,70.6%
3555,neededbr half teaspoon baby mediumsized pot stew whoalabr right amount spicy...,Positive,45.3%,39.1%,15.7%
3556,dont know stuff horrendously expensive grocery stores fraction amount receive co...,Positive,83.6%,5.3%,11.1%
3557,im much soda drinker enjoy good natural fruit soda summertime izze offers unusua...,Positive,77.4%,0.4%,22.2%
3558,live china product unable find live whenever travel states inlaws pay us visit f...,Neutral,24.8%,70.9%,4.3%
3559,love olive nations strawberry extract however ingredient taste blueberry extract...,Positive,63.7%,8.8%,27.5%
3560,product takes days kill grass ground cover eventually work well also turned ever...,Positive,54.3%,18.4%,27.3%
3561,k cups arrived time one piece holes love selection choose...,Neutral,21.1%,77.4%,1.5%
3562,excited recieved mixed bag coffees pulling many different exciting flavors ive n...,Negative,3.4%,3.1%,93.5%
3563,pods designed used singlecup brewing system made pods dont one expensive podusin...,Negative,11.9%,35.0%,53.1%
3564,usually buy honey local sources scandal high fructose corn syrup mixed almost ho...,Neutral,26.2%,53.4%,20.4%
3565,excellent bottled tea sugar great taste jasmine seems give natural sweet taste...,Positive,40.1%,20.0%,39.9%
3566,tree arrived timely manner well packaged slightly smaller tree pictured uploaded...,Neutral,21.8%,73.4%,4.7%
3567,found local pet store couldnt locate great price dogs love recd shipment quickly...,Negative,15.3%,40.1%,44.6%
3568,ive never finn crisp flavor crispbreads pretty happy taste traditional crackers ...,Negative,35.7%,11.8%,52.5%
3569,simply wonderful product tastes great nutritious good one ask issue amazon cant ...,Neutral,15.7%,63.4%,20.8%
3570,popcorn good dont like three pouch package pain open oil little eitybity saltsea...,Negative,19.9%,6.4%,73.7%
3571,right price love green tea pay price tea roses amazing taste believed person tak...,Positive,42.6%,22.1%,35.2%
3572,tassimo religously used starbucks tdisc stopped selling switched kcups extra bol...,Negative,16.6%,1.5%,81.9%
3573,dogs absolutely love nylabone nutri dent filet mignon indeed confirmation pavlov...,Negative,21.0%,3.2%,75.8%
3574,marley coffee best aroma taste provides true coffee experience lets know special...,Positive,73.8%,4.0%,22.2%
3575,huge coffee drinker caribou become favorite coffee bold bitter purchase product ...,Positive,51.8%,10.7%,37.5%
3576,youre used dark chocolate ghirardelli takes get used flavor stronger others rang...,Positive,71.7%,17.4%,10.9%
3577,first tried agave nectar sisters house waffles surprised good tasted lately ive ...,Neutral,5.4%,73.0%,21.6%
3578,bought different flavors jerky brand sooo gross spit never...,Positive,60.7%,6.2%,33.1%
3579,decided check amazon cereal realized much variability prices grocery stores resu...,Negative,23.5%,12.9%,63.6%
3580,expecting mellow caramel flavor coffee bit sharp really cant make carmel flavor...,Neutral,22.7%,63.7%,13.6%
3581,wife coffee drinker got try immediate impressions terrible tried another illy is...,Positive,77.6%,16.7%,5.6%
3582,arrived two plastic bags inside box found tootsie pops great perfect pretty clos...,Neutral,40.8%,52.7%,6.5%
3583,bought maetemacher bread without problem one good bread bit moist edges crumble ...,Negative,16.2%,29.2%,54.6%
3584,excited product came mail love original cheezit dangerous buy snacking easily ge...,Positive,46.7%,14.3%,39.0%
3585,enjoyable tea tried hot iced dont know cold smooth nice fruity blend strawberry ...,Positive,75.5%,2.0%,22.4%
3586,ingredients seem good quality although nothing recognizable like merrick great m...,Positive,53.5%,16.9%,29.6%
3587,years could find chocolate flavor one grocery store panicked discovered store lo...,Negative,16.7%,27.3%,56.0%
3588,went gf knew needed help im used using cream soups several recipes decided see b...,Positive,70.9%,22.7%,6.4%
3589,husband love sticky rice follow instructions get perfect rice every time even ma...,Negative,40.1%,7.7%,52.2%
3590,found snack cakes extremely dense unfilling also fall apart pretty easily moist ...,Negative,5.5%,21.4%,73.2%
3591,havent used product yet plan using near future butterball got good...,Positive,51.7%,12.0%,36.3%
3592,wife enjoy wonderful full bodied coffee maintains great balance smells good brew...,Neutral,3.3%,74.9%,21.7%
3593,legendary name like gevalia disappointed find coffee contains artificial flavors...,Negative,31.6%,27.7%,40.7%
3594,coffee dilivered good time condition good quality product expected enjoying itbr...,Positive,73.1%,3.9%,23.0%
3595,im organic person dont normally order organic items mind take review grain salt ...,Neutral,12.8%,47.9%,39.3%
3596,ordered another packets stuff one best inventions stayed away via first came id ...,Positive,43.8%,39.3%,17.0%
3597,local store stopped selling popcorn salt ordered one extremely happy fine grain ...,Neutral,32.4%,35.5%,32.1%
3598,never tried walden farms products saw peanut spread calories part grabbed love p...,Positive,41.4%,23.1%,35.5%
3599,wanted like things mean chocolate peanut butter go wrong right wrongbr br way sw...,Neutral,9.5%,45.9%,44.6%
3600,health nut make dogs meals everyday bought treats seeing made china almost died ...,Neutral,12.9%,71.4%,15.7%
