,Review,Predicted Sentiment,Positive %,Neutral %,Negative %
12211,brought gift could stop complimenting large quanity large variety importantly gr...,Positive,44.4%,21.8%,33.9%
12212,live south must honest say tea much better even local restaurants make sweet wit...,Negative,22.4%,11.8%,65.9%
12213,jamaica crazy sweet coconut flavored coffee mild aftertaste bold blend rather mi...,Neutral,33.9%,60.3%,5.8%
12214,flavor gmc favorite gets everything right rich enough taste mild enough husband ...,Positive,58.3%,12.4%,29.3%
12215,good stuff use often nice sunday afternoon cookoutwith mashed potatoes bread gre...,Positive,50.8%,10.6%,38.6%
12216,purchased brand tea knew quality great glad gotten great price also delivery pro...,Neutral,29.2%,67.1%,3.8%
12217,marys gone sticks twists arrived short time ago today tore open bag started snac...,Neutral,3.0%,78.1%,18.9%
12218,first mocha java isnt mochano chocolate well rounded easy drinking cup coffee...,Negative,3.6%,23.4%,73.0%
12219,local food coop sale various tortas de aceita ines rosales picked rosemary thyme...,Negative,17.6%,30.2%,52.3%
12220,fatherin law purchased coffee count box sams club since really likes motherinlaw...,Positive,37.1%,34.6%,28.3%
12221,using nupro year pleased results nupro balancedbr formula rich vitamins minerals...,Negative,4.5%,21.6%,73.9%
12222,water contains sodium bicarbonate dipotassium phospate magnesium sulfate calcium...,Positive,49.9%,48.3%,1.8%
12223,searched multiple sites product could find local markets specialty stores reason...,Positive,93.1%,3.3%,3.6%
12224,biscuits wonderful service want words youll make...,Neutral,12.1%,82.1%,5.8%
12225,cashews fresh large delicious pleased arrived soon placed order since family lov...,Positive,79.0%,10.8%,10.2%
12226,syrup terrific add almond breeze milk also diet tonic water tastes great...,Positive,88.7%,0.8%,10.5%
12227,gone believe every available pod senseo brewer convinced blend far best nice pot...,Neutral,33.0%,43.8%,23.1%
12228,lollipops really good tasty good kids liked flavors cute flavor names mother fee...,Neutral,21.2%,53.8%,25.0%
12229,great coffee warned start drinking lavazza hard go back starbucks brew would reg...,Neutral,12.2%,56.3%,31.6%
12230,best marinade ever marinated brisket overnight slow cooked hrs broke apart best ...,Neutral,21.8%,41.4%,36.8%
12231,take tea feel snuffly like get cold wonders catch cold symptoms disappear within...,Neutral,37.3%,48.3%,14.5%
12232,product great hand husband something toddler cant eat spicy pasta dish etc veggi...,Neutral,30.0%,44.0%,26.0%
12233,found treat years ago love treats healthier dog treats market price reasonable s...,Positive,62.7%,5.0%,32.3%
12234,dessert likebr pero sweetener ricotta cheesebr another way enjoy nice flavor per...,Neutral,15.2%,75.7%,9.2%
12235,healthy cerealbr br love cereal though rarely eat one supposed generally preferr...,Neutral,38.0%,54.5%,7.6%
12236,used keurig pump went twice switched senseo prefer keurig ended buying machine m...,Positive,89.7%,8.9%,1.4%
12237,twitching eyelid problem month ive happen times past never like really getting b...,Negative,28.5%,19.4%,52.1%
12238,pleased quality product plus cost could done well super marketsbr thank amazon...,Negative,15.8%,9.9%,74.3%
12239,fact ordered case rather speaks consider somewhat connoisseur offbeat snack food...,Negative,19.0%,3.3%,77.6%
12240,knew could put buffalo wings bag pretzel pieces absolutely wonderful ahem less f...,Positive,59.0%,34.0%,7.0%
12241,cheese amazing cheddar ever eaten strong rich flavor without aftertaste extra sh...,Neutral,10.3%,49.0%,40.7%
12242,unbelievably delicious sometimes crave cereal agree reviewers high sugar calorie...,Negative,5.6%,29.4%,65.0%
12243,humor definitely favorite part dinner table singing scary depending age guess li...,Positive,55.4%,27.7%,16.8%
12244,part doves new mens skincare line dove men cares clean comfort body wash lives n...,Positive,67.7%,3.8%,28.5%
12245,dog always liked greenies since years old product ideal softer regular greenies...,Neutral,27.7%,49.5%,22.8%
12246,makes wonderful appetizer simply pour cream cheese add triscuits perfect...,Negative,8.3%,44.8%,46.9%
12247,fantastic making homemade vanilla extract theyre plump full heady vanilla aroma ...,Neutral,0.8%,74.8%,24.4%
12248,friend work brought share loved probably wouldnt eat measure snack baggies crunc...,Negative,14.9%,20.9%,64.1%
12249,ive using product quite year old dog dog diagnosed luxating patella left rear kn...,Positive,54.0%,10.1%,36.0%
12250,fortune cookies shipped immediately packed well ie none arrived broken cookie de...,Neutral,8.8%,54.6%,36.6%
12251,nong shim makes best ramen market flavor horrible like black tar without flavor ...,Positive,38.5%,30.4%,31.1%
12252,liked product little bland add pinch pepper fine...,Negative,18.4%,28.3%,53.3%
12253,coffee purchased past husband due circumstances beyond control longer needed can...,Neutral,10.1%,69.7%,20.2%
12254,loving father despite best culinary attempts pasta olive oil macncheese get eat ...,Positive,77.6%,17.6%,4.8%
12255,also want confirm received fresh box instant coffee packs problem expiration dat...,Neutral,31.9%,54.3%,13.8%
12256,remember smells like add water ashtray full cigarettes thats coffee tastes added...,Negative,1.2%,0.8%,98.0%
12257,finally senseo pods full rich flavor new coffees around world take possibilities...,Positive,81.3%,7.5%,11.3%
12258,amazing price great quality pistachios someone said something tiny case normal s...,Neutral,17.8%,72.2%,10.0%
12259,bought ostrim looking lower fat alternative slim jim one best beef sticks tasted...,Neutral,20.6%,53.4%,26.0%
12260,fan sushi great substitute cant get sushi great reminder time hawaii...,Positive,55.3%,27.9%,16.8%
12261,arrived time deal glad could find product amazon used feel like im getting sickb...,Positive,95.2%,2.9%,1.9%
12262,excellent cookies packages beyond best sold date since wanted give gifts unable ...,Negative,5.2%,29.3%,65.6%
12263,hint coconut much vanilla vanilla fan coconut fan ok...,Neutral,1.0%,72.3%,26.7%
12264,dislike lump reviews flavors together rate stars flavors amazing love popchips b...,Positive,59.9%,29.7%,10.4%
12265,really liked light carbonation well balanced cherry flavor ounce size easy stuff...,Neutral,25.4%,42.6%,31.9%
12266,best blueberries ever eaten better fresh things get grocery store full slightly ...,Negative,23.0%,1.9%,75.1%
12267,selected marley coffee tea one love organic coffee count based solely five sente...,Negative,12.6%,1.2%,86.2%
12268,excellent prep product pot roast beef stew etcbr like better bullion cubes...,Positive,79.0%,0.4%,20.6%
12269,actually dont like eating tapioca pudding normally make excellent thickener frui...,Neutral,15.2%,82.6%,2.1%
12270,macaroni whole wheat tasted cooked like whole wheat pastas see people might like...,Negative,37.8%,8.1%,54.2%
12271,looking really good healthy bar thought id try even though theyre pricey big mis...,Positive,73.0%,6.3%,20.7%
12272,lol bit rate item question review would rate item like uh sure feel really emoti...,Negative,9.1%,9.8%,81.1%
12273,new puppy take antibiotics twice day kennel cough puppy hates pills took lot tim...,Positive,73.5%,19.2%,7.3%
12274,ordered tea many times happy every time arrives well boxed excellent condition a...,Negative,6.1%,26.9%,67.0%
12275,ive tried fruit veggie squeeze packs toddler primarily different brands flavor d...,Neutral,9.1%,75.7%,15.2%
12276,since started drinking black tiger morning everything else disappoints black tig...,Negative,0.6%,25.1%,74.4%
12277,like order kettle spicy thai chips amazon hard find locally probably aggrieved k...,Negative,22.1%,35.3%,42.6%
12278,sunflower seeds hardest find store augusta ordered case september thought would ...,Negative,39.3%,18.1%,42.6%
12279,best price free shipping shop web amazon times best price every thing sell...,Positive,50.3%,21.2%,28.5%
12280,best choclate pie ever daughter makes regular pudding pies fight mine wont touch...,Negative,20.6%,12.1%,67.3%
12281,best white tea ever tried lipton flavors one beatteenagers love...,Neutral,3.2%,89.4%,7.4%
12282,love coffee ice cream general great product realistic watching weight go quality...,Positive,74.2%,14.2%,11.5%
12283,love corn nuts love crunchy hard shell far best flavor ranch overpowering ranch ...,Positive,67.5%,14.8%,17.7%
12284,dogs love really help freshening dogs breaths costefficient pack could find...,Positive,69.6%,18.8%,11.6%
12285,great snack work travel home best gluten free...,Neutral,24.8%,68.9%,6.3%
12286,puppy severe diarrhea weeks put wellness lamb sweet potato like miracle healthy ...,Positive,68.9%,13.5%,17.6%
12287,means coffee expert would string mental conditions prefer coffee mud cup taste t...,Neutral,33.4%,49.1%,17.4%
12288,odd flavor way salty dont taste like cheese ive living south beach lifestyle yea...,Neutral,29.8%,40.2%,29.9%
12289,cookies arrived broken sweet thought would would order...,Negative,15.4%,18.6%,66.0%
12290,care product pancake recipe made water cardboardy pancakes however tried recipe ...,Neutral,10.0%,67.9%,22.1%
12291,tasty bad thing isnt many box...,Neutral,2.2%,84.9%,12.9%
12292,ordered last march used lunches saved quite bit found fresh tasting last bag cou...,Positive,79.0%,16.4%,4.6%
12293,stephens hot chocolate best hot chocolate world wont drink hot chocolate french ...,Positive,70.2%,18.6%,11.2%
12294,product priced stores near none stock good product...,Positive,51.9%,9.5%,38.5%
12295,baby gourmet promises bring organic goodness baby food without added sugar salt ...,Negative,40.9%,18.1%,41.0%
12296,taste really great smoothies add creamy texture bit nutty flavor great way add p...,Negative,4.4%,16.2%,79.4%
12297,bad coffee price less money get good sumatra supplier...,Neutral,22.5%,52.6%,24.8%
12298,great snack need something sweet yet portion controlled calories per pack isnt b...,Positive,45.7%,28.1%,26.2%
12299,oreos great family gobbled without conscience even hide packs around house would...,Neutral,32.3%,39.1%,28.7%
12300,ive got small poodlemix ive tried almost every premium food dog completely grain...,Negative,28.1%,21.6%,50.4%
12301,first baby cereal tried reason try kind doctor recommended mixing baby apple jui...,Neutral,13.0%,58.5%,28.5%
12302,macaroons alrighti would probably keep trying brands sometimes tasted little dry...,Neutral,23.0%,64.3%,12.7%
12303,bought give gift happy everything might even get one also arrived expected...,Neutral,5.0%,85.1%,9.9%
12304,hi good food received red pepper papad instead black pepper red pepper smooth te...,Negative,1.5%,1.8%,96.8%
12305,searching local stores almost year finding anywhere im glad hope continue carry ...,Negative,33.2%,3.5%,63.3%
12306,molasses best grandmother always used cooking table biscuits pancakes even old c...,Positive,74.9%,5.3%,19.8%
12307,idea ordered must pretty hungry day needed something fill order get free shippin...,Positive,68.6%,12.2%,19.2%
12308,maybe got bad old batch tea taste good strange color like added tea tea leaves d...,Negative,33.6%,7.7%,58.7%
12309,although delicious delicacies stand merit know reputation everyone remembers red...,Neutral,4.7%,53.4%,41.9%
12310,recently purchased jar instant local discount store couple days run regular grou...,Neutral,17.4%,53.7%,29.0%
12311,milk fresh one pick store reason hestitated order online however turned good pri...,Negative,20.5%,26.2%,53.4%
12312,boyfriendwho picky eaterand love looking healthy quick breakfast option wasnt re...,Neutral,26.1%,46.9%,27.0%
12313,choice type products recommend one...,Positive,57.0%,0.8%,42.2%
12314,well star reviews people never liked slim jims would never like slim jims buy wh...,Negative,33.8%,27.1%,39.1%
12315,personally find blend rather bland however wife really likes ill rate stars...,Neutral,32.2%,41.2%,26.6%
12316,always buy different flavors holiday giftsnever disappointed always enjoyed made...,Neutral,29.1%,70.0%,0.9%
12317,chips great look almost like flattened rice cake taste much better like potato c...,Negative,12.7%,1.9%,85.3%
12318,stash favorite tea far moroccan mint favorite flavor love mint mix green tea min...,Neutral,13.8%,70.6%,15.5%
12319,bought couple whole foods couldnt finish first one threw away second even resemb...,Positive,67.8%,22.9%,9.3%
12320,use tea menstral cramps drink lot works fantasticly cramps mood catch cant expec...,Neutral,2.4%,54.2%,43.4%
12321,span classtiny length minsbr br spanemergencbr prosbest priced vitamin drink mix...,Positive,50.0%,22.1%,27.9%
12322,get craving fudge always order mackinac fudge shop know bad experience even fann...,Positive,42.2%,37.4%,20.4%
12323,still kind new buying organic bought things less tasty say least absolutely deli...,Neutral,12.6%,74.9%,12.5%
12324,first chicken seas pink salmon tastes great easy use quick topping salad lunch h...,Negative,31.1%,17.6%,51.3%
12325,im expert basmati rice brand aroma turns mush cooked long much water little tast...,Positive,77.2%,3.9%,18.9%
12326,delicious unlike reviewer problems dissolving capabilities unavailble sure hope ...,Negative,2.4%,5.1%,92.4%
12327,try look good deals coffee sold cost dollars poundbr took gamble deal amazon fin...,Positive,62.2%,0.6%,37.2%
